abster-se； abstain/棄權； v. r.；Nas assembleias, muitos cidadãos decidiram abster-se da votação.; de
chinfrim；粗糙的/低劣的；adjetivo；O trabalho chinfrim do pedreiro teve de ser refeito.；
chocalho；鈴鐺/牛鈴；substantivo masculino；O chocalho da vaca ouvia-se ao longe pelo campo.；
choro；哭泣/哀號；substantivo masculino；O choro do bebé acordou toda a casa.；
chorrilho；一連串/連串；substantivo masculino；O político respondeu com um chorrilho de desculpas esfarrapadas.；
choupo；白楊樹；substantivo masculino；Os choupos alinhavam a estrada rural com a sua sombra fresca.；
chumbo；鉛/不及格；substantivo masculino；O chumbo no exame foi um duro golpe para o estudante.；
chupar；吸/吮吸；verbo transitivo；O bebé chupava o dedo enquanto dormia tranquilamente.；
chuviscar；細雨/下毛毛雨；verbo transitivo；Está a chuviscar lá fora, leva o guarda-chuva.；
cicatriz；疤痕/創傷；substantivo feminino；A cicatriz no braço lembrava-lhe o acidente de infância.；
ciclo；循環/週期；substantivo masculino；O ciclo das estações do ano é um fenómeno natural.；
cilada；陷阱/埋伏；substantivo feminino；O soldado caiu numa cilada preparada pelo inimigo.；
cimeira；峰會/頂峰；substantivo feminino；A cimeira dos líderes mundiais decorreu em Genebra.；
cínico；憤世嫉俗的；adjetivo；O comentário cínico do jornalista revelava desencanto com a política.；
cinzel；鑿子/雕刻；substantivo masculino；O escultor usou o cinzel para dar forma ao mármore.；
circuncisão；割禮/包皮環切；substantivo feminino；A circuncisão é uma prática religiosa em várias culturas.；
circundar；環繞/圍繞；verbo transitivo；As montanhas circundam o vale verdejante.；
cisão；分裂/分割；substantivo feminino；A cisão do partido político enfraqueceu a oposição.；
cismar；沉思/憂慮；verbo transitivo；Ela cismava sobre o futuro incerto do filho.；cismar em
citação；引用/引文；substantivo feminino；A citação do autor foi retirada do seu ensaio mais famoso.；
civilização；文明/文化；substantivo feminino；A civilização maia deixou um legado impressionante.；
clamar；呼喊/要求；verbo transitivo；O povo clamava por justiça nas ruas da capital.；clamar por
clandestino；秘密的/非法的；adjetivo；O comércio clandestino de armas preocupa as autoridades.；
clareira；林中空地；substantivo feminino；A clareira na floresta era iluminada pelo sol da manhã.；
clarificar；澄清/淨化；verbo transitivo；O professor clarificou as dúvidas dos alunos com paciência.；
classe；階級/課堂；substantivo feminino；A classe operária luta por melhores condições de trabalho.；
classificar；分類/評級；verbo transitivo；O crítico classificou o filme como uma obra-prima.；
claustro；迴廊/修道院；substantivo masculino；Os monges passeavam no claustro do mosteiro em silêncio.；
cláusula；條款/細則；substantivo feminino；A cláusula contratual foi alterada após negociação.；
clemência；寬恕/仁慈；substantivo feminino；O réu pediu clemência ao juiz.；
clérigo；神職人員/教士；substantivo masculino；O clérigo conduziu a cerimónia religiosa com solenidade.；
cliché；陳腔濫調；substantivo masculino；O discurso estava cheio de clichés sem originalidade.；
cliente；客戶/顧客；substantivo masculino；O cliente reclamou do mau atendimento na loja.；
clima；氣候/氛圍；substantivo masculino；O clima de tensão na sala era palpável.；
clímax；高潮/頂點；substantivo masculino；O clímax do filme deixou o público em suspense.；
cloaca；下水道/陰溝；substantivo feminino；A cloaca romana era uma obra de engenharia avançada.；
cobiça；貪婪/覬覦；substantivo feminino；A cobiça pelo poder corrompeu o governante.；
cobrir；覆蓋/包括；verbo transitivo；A neve cobriu os campos durante a noite.；
cobrir-se；遮蓋/掩飾；verbo pronominal；Cobriu-se com o cobertor para se aquecer.；cobrir-se de
coçar；搔癢/抓；verbo transitivo；O cão coçava-se atrás da orelha com a pata.；
código；代碼/準則；substantivo masculino；O código de conduta da empresa foi atualizado.；
coerência；連貫性/一致性；substantivo feminino；O argumento carece de coerência lógica.；
coexistir；共存/並存；verbo transitivo；As duas espécies coexistem pacificamente no mesmo ecossistema.；
cofiar；撫摸/梳理；verbo transitivo；O velho cofiava a barba enquanto pensava.；
cognato；同源的/同族詞；adjetivo；As palavras cognatas entre português e espanhol facilitam a aprendizagem.；
coibir；制止/遏制；verbo transitivo；A polícia coibiu a manifestação violenta.；
coincidir；一致/巧合；verbo transitivo；As nossas opiniões coincidem neste assunto.；coincidir com
colaborar；合作/協力；verbo transitivo；As equipas colaboraram no desenvolvimento do projeto.；
colação；授予學位/關聯；substantivo feminino；A colação de grau será na próxima semana.；
colapso；崩潰/倒塌；substantivo masculino；O colapso do edifício foi causado por falhas estruturais.；
colecionar；收藏/收集；verbo transitivo；Ele coleciona selos raros desde a infância.；
cólera；憤怒/霍亂；substantivo feminino；A cólera apoderou-se dele ao ouvir a notícia.；
colibri；蜂鳥；substantivo masculino；O colibri pairou diante da flor para sugar o néctar.；
coligir；收集/彙編；verbo transitivo；O investigador coligiu dados de várias fontes para o estudo.；
colisão；碰撞/衝突；substantivo feminino；A colisão entre os dois carros causou um engarrafamento.；
colméia；蜂巢/密集場所；substantivo feminino；A colmeia fervilhava de atividade das abelhas.；
colocar；放置/安置；verbo transitivo；Coloca os livros na estante, por favor.；
colosso；巨像/巨人；substantivo masculino；O colosso de Rodes era uma das sete maravilhas do mundo.；
comandante；指揮官/機長；substantivo masculino；O comandante do navio deu ordens para zarpar.；
combalido；虛弱的/衰敗的；adjetivo；O edifício combalido ameaçava ruína.；
combate；鬥爭/戰鬥；substantivo masculino；O combate contra a pobreza é uma prioridade nacional.；
combinação；組合/搭配；substantivo feminino；A combinação de cores no quadro era harmoniosa.；
combustível；燃料/煽動物；substantivo masculino；A gasolina é o combustível mais usado nos automóveis.；
comédia；喜劇/滑稽；substantivo feminino；A comédia do dramaturgo fez rir o público do princípio ao fim.；
comemoração；紀念/慶祝；substantivo feminino；A comemoração do centenário incluiu um desfile histórico.；
comensal；同桌者/共生；substantivo masculino；Os comensais elogiaram o jantar do anfitrião.；
comentário；評論/意見；substantivo masculino；O comentário do especialista esclareceu a questão.；
comezinho；平凡的/日常的；adjetivo；Preocupava-se apenas com assuntos comezinhos do dia a dia.；
comichão；瘙癢/渴望；substantivo feminino；A comichão na perna não o deixava dormir.；
comício；集會/群眾大會；substantivo masculino；O comício do candidato atraiu milhares de apoiantes.；
cominação；威脅/警告；substantivo feminino；A cominação de sanções não intimidou o infrator.；
cómis；演員/喜劇演員；substantivo masculino；O cómis fez o público rir com as suas imitações.；
comissão；委託/委員會；substantivo feminino；O trabalho foi feito por comissão do ministério.；
comoção；動亂/感動；substantivo feminino；A notícia causou grande comoção no país.；
compactuar；串通/共謀；verbo transitivo；Ele recusou-se a compactuar com o esquema ilegal.；compactuar com
compadecer；同情/憐憫；verbo pronominal；Compadeço-me da situação difícil daquelas famílias.；compadecer-se de
compaginar；協調/配合；verbo transitivo；É difícil compaginar trabalho e estudo ao mesmo tempo.；
comparência；出席/到場；substantivo feminino；A comparência em tribunal é obrigatória.；
compartilhar；分享/分擔；verbo transitivo；Os irmãos compartilhavam o mesmo quarto.；compartilhar com
compelir；強迫/強制；verbo transitivo；As circunstâncias compeliram-no a tomar uma decisão difícil.；compelir a
compensar；補償/彌補；verbo transitivo；O seguro compensou os prejuízos causados pelo incêndio.；
competência；能力/權限；substantivo feminino；A competência técnica do engenheiro é reconhecida por todos.；
compilação；彙編/收集；substantivo feminino；A compilação de poemas foi publicada postumamente.；
compinhão；夥伴/同志；substantivo masculino；Os compinhões de viagem tornaram-se amigos para a vida.；
complexidade；複雜性；substantivo feminino；A complexidade do problema exigiu uma abordagem multidisciplinar.；
complicar；使複雜/為難；verbo transitivo；Não compliques as coisas, a solução é simples.；
comportamento；行為/表現；substantivo masculino；O comportamento do aluno melhorou significativamente.；
composição；構成/作文；substantivo feminino；A composição química da substância foi analisada em laboratório.；
compreensão；理解/包容；substantivo feminino；A compreensão do texto requer vocabulário avançado.；
compromisso；承諾/妥協；substantivo masculino；Assumiu o compromisso de concluir o trabalho até sexta.；
compulsão；強迫/衝動；substantivo feminino；A compulsão por compras levou-a a endividar-se.；
comunhão；共享/交流；substantivo feminino；A comunhão de ideias fortaleceu a amizade entre eles.；
comutar；轉換/減刑；verbo transitivo；O juiz comutou a pena de prisão em multa.；
conceber；構思/懷孕；verbo transitivo；O arquiteto concebeu um edifício inovador e sustentável.；
conceder；授予/讓步；verbo transitivo；O governo concedeu asilo político ao refugiado.；
conceito；概念/觀念；substantivo masculino；O conceito de liberdade varia conforme a cultura.；
concernente；關於/有關的；adjetivo；Foram discutidos os aspetos concernentes ao novo regulamento.；concernente a
concertar；協調/修復；verbo transitivo；O maestro concertou os músicos antes do concerto.；
concessão；特許/讓步；substantivo feminino；A concessão do serviço foi atribuída a uma empresa privada.；
concílio；會議/宗教會議；substantivo masculino；O concílio reuniu bispos de todo o mundo.；
concluir；結束/推斷；verbo transitivo；Concluímos que a hipótese inicial estava correta.；
concórdia；和諧/一致；substantivo feminino；A concórdia entre as nações é o objetivo da diplomacia.；
concorrer；競爭/同時發生；verbo transitivo；Vários fatores concorreram para o sucesso do evento.；
concretizar；實現/具體化；verbo transitivo；Finalmente conseguiu concretizar o sonho de viajar pelo mundo.；
concussão；勒索/貪污；substantivo feminino；O funcionário foi acusado de concussão e abuso de poder.；
condão；天賦/特質；substantivo masculino；Tinha o condão de alegrar qualquer ambiente com o seu humor.；
condecorar；授勳/表彰；verbo transitivo；O presidente condecorou o soldado herói com a medalha de mérito.；
condescendência；屈尊/俯就；substantivo feminino；Falou com condescendência aos subordinados, o que causou ressentimento.；
